demand_line_id,asn,part_number,delivery_date,quantity_needed,batch,plant,quantity_allocated
DL01001,ASN500054,P1347,2026-05-02,167,B00578,PLT-01,37
DL01001,ASN500054,P1347,2026-05-02,167,B00578,PLT-02,45
DL01001,ASN500054,P1347,2026-05-02,167,B00579,PLT-01,10
DL01001,ASN500054,P1347,2026-05-02,167,B00579,PLT-03,75
DL01002,ASN500088,P1347,2026-03-05,104,B00579,PLT-03,29
DL01002,ASN500088,P1347,2026-03-05,104,B00580,PLT-02,75
DL01003,ASN500054,P1347,2026-04-17,87,B00580,PLT-02,87
DL01004,ASN500006,P1347,2026-03-31,32,B00580,PLT-02,32
DL01005,ASN500016,P1348,2026-05-02,170,B00581,PLT-01,170
DL01010,ASN500067,P1350,2026-02-05,116,B00582,PLT-01,41
DL01010,ASN500067,P1350,2026-02-05,116,B00583,PLT-01,48
DL01011,ASN500090,P1351,2026-02-16,57,B00584,PLT-03,23
DL01011,ASN500090,P1351,2026-02-16,57,B00585,PLT-01,34
DL01012,ASN500108,P1351,2026-02-10,169,B00585,PLT-01,32
DL01013,ASN500127,P1352,2026-03-19,60,B00586,PLT-01,60
DL01014,ASN500040,P1352,2026-04-26,127,B00586,PLT-01,121
DL01014,ASN500040,P1352,2026-04-26,127,B00586,PLT-02,6
DL01015,ASN500068,P1352,2026-04-21,39,B00586,PLT-02,39
DL01019,ASN500115,P1354,2026-03-21,59,B00587,PLT-02,3
DL01019,ASN500115,P1354,2026-03-21,59,B00587,PLT-03,56
DL01020,ASN500013,P1354,2026-04-24,58,B00587,PLT-03,55
DL01020,ASN500013,P1354,2026-04-24,58,B00588,PLT-01,3
DL01021,ASN500092,P1354,2026-04-15,16,B00588,PLT-01,16
DL01022,ASN500112,P1354,2026-03-02,51,B00588,PLT-01,51
DL01023,ASN500035,P1354,2026-04-03,81,B00588,PLT-01,81
DL01025,ASN500034,P1356,2026-01-25,82,B00589,PLT-01,20
DL01025,ASN500034,P1356,2026-01-25,82,B00589,PLT-02,9
DL01025,ASN500034,P1356,2026-01-25,82,B00590,PLT-01,5
DL01025,ASN500034,P1356,2026-01-25,82,B00590,PLT-03,23
DL01025,ASN500034,P1356,2026-01-25,82,B00591,PLT-01,25
DL01026,ASN500090,P1357,2026-04-12,29,B00592,PLT-02,29
DL01027,ASN500043,P1357,2026-04-03,123,B00592,PLT-02,123
DL01028,ASN500101,P1357,2026-02-28,28,B00592,PLT-02,28
DL01029,ASN500086,P1357,2026-05-03,169,B00592,PLT-02,16
DL01029,ASN500086,P1357,2026-05-03,169,B00593,PLT-01,153
DL01030,ASN500101,P1357,2026-04-30,90,B00593,PLT-01,90
DL01031,ASN500060,P1358,2026-04-17,56,B00594,PLT-03,3
DL01031,ASN500060,P1358,2026-04-17,56,B00595,PLT-01,7
DL01031,ASN500060,P1358,2026-04-17,56,B00596,PLT-01,17
DL01031,ASN500060,P1358,2026-04-17,56,B00596,PLT-02,5
DL01033,ASN500059,P1360,2026-03-02,152,B00597,PLT-03,74
DL01033,ASN500059,P1360,2026-03-02,152,B00598,PLT-03,78
DL01034,ASN500026,P1360,2026-01-12,10,B00598,PLT-03,10
DL01035,ASN500081,P1360,2026-04-28,21,B00598,PLT-03,21
DL01036,ASN500028,P1360,2026-03-09,35,B00598,PLT-03,35
DL01037,ASN500034,P1360,2026-03-01,139,B00598,PLT-03,139
DL01038,ASN500045,P1361,2026-04-03,62,B00599,PLT-02,33
DL01038,ASN500045,P1361,2026-04-03,62,B00600,PLT-01,29
DL01039,ASN500037,P1362,2026-04-10,167,B00601,PLT-01,64
DL01039,ASN500037,P1362,2026-04-10,167,B00602,PLT-01,48
DL01039,ASN500037,P1362,2026-04-10,167,B00603,PLT-02,55
DL01040,ASN500139,P1362,2026-01-20,133,B00603,PLT-02,32
DL01044,ASN500069,P1363,2026-01-07,50,B00604,PLT-03,6
DL01044,ASN500069,P1363,2026-01-07,50,B00605,PLT-01,3
DL01044,ASN500069,P1363,2026-01-07,50,B00606,PLT-02,13
DL01044,ASN500069,P1363,2026-01-07,50,B00606,PLT-03,28
DL01045,ASN500068,P1364,2026-01-11,22,B00607,PLT-01,22
DL01046,ASN500050,P1364,2026-01-12,135,B00607,PLT-01,95
DL01046,ASN500050,P1364,2026-01-12,135,B00608,PLT-01,40
DL01047,ASN500104,P1364,2026-02-21,147,B00608,PLT-01,31
DL01047,ASN500104,P1364,2026-02-21,147,B00608,PLT-03,40
DL01047,ASN500104,P1364,2026-02-21,147,B00609,PLT-02,76
DL01048,ASN500002,P1365,2026-04-04,88,B00610,PLT-02,88
DL01049,ASN500010,P1365,2026-03-05,172,B00610,PLT-02,82
DL01049,ASN500010,P1365,2026-03-05,172,B00611,PLT-01,90
DL01050,ASN500139,P1365,2026-03-17,77,B00611,PLT-01,77
DL01051,ASN500105,P1366,2026-02-26,73,B00612,PLT-02,73
DL01052,ASN500108,P1366,2026-03-16,86,B00612,PLT-02,57
DL01052,ASN500108,P1366,2026-03-16,86,B00613,PLT-02,29
DL01053,ASN500107,P1366,2026-01-25,103,B00613,PLT-02,12
DL01053,ASN500107,P1366,2026-01-25,103,B00613,PLT-03,29
DL01053,ASN500107,P1366,2026-01-25,103,B00614,PLT-01,57
DL01053,ASN500107,P1366,2026-01-25,103,B00614,PLT-03,5
DL01054,ASN500098,P1367,2026-04-18,109,B00615,PLT-01,109
DL01055,ASN500036,P1367,2026-01-06,167,B00615,PLT-01,167
DL01056,ASN500061,P1367,2026-03-11,160,B00615,PLT-01,30
DL01056,ASN500061,P1367,2026-03-11,160,B00615,PLT-03,130
DL01057,ASN500065,P1367,2026-04-09,161,B00615,PLT-03,161
DL01058,ASN500061,P1368,2026-03-31,55,B00616,PLT-02,55
DL01059,ASN500029,P1368,2026-04-23,27,B00616,PLT-02,27
DL01060,ASN500008,P1368,2026-02-26,17,B00616,PLT-02,17
DL01061,ASN500083,P1368,2026-03-29,180,B00616,PLT-02,15
DL01061,ASN500083,P1368,2026-03-29,180,B00617,PLT-01,165
DL01062,ASN500080,P1369,2026-03-20,121,B00618,PLT-03,121
DL01063,ASN500000,P1369,2026-04-11,126,B00618,PLT-03,126
DL01064,ASN500120,P1369,2026-02-18,135,B00618,PLT-03,135
DL01065,ASN500139,P1369,2026-02-05,102,B00618,PLT-03,102
DL01066,ASN500090,P1370,2026-02-25,21,B00619,PLT-03,21
DL01067,ASN500134,P1370,2026-03-25,73,B00619,PLT-03,68
DL01070,ASN500067,P1371,2026-05-02,72,B00620,PLT-02,72
DL01071,ASN500121,P1371,2026-03-13,94,B00620,PLT-02,94
DL01072,ASN500122,P1371,2026-02-03,151,B00620,PLT-02,18
DL01072,ASN500122,P1371,2026-02-03,151,B00620,PLT-03,133
DL01073,ASN500036,P1371,2026-05-04,21,B00620,PLT-03,21
DL01074,ASN500135,P1371,2026-03-14,98,B00620,PLT-03,98
DL01075,ASN500135,P1372,2026-04-20,48,B00621,PLT-01,21
DL01075,ASN500135,P1372,2026-04-20,48,B00621,PLT-02,22
DL01077,ASN500039,P1373,2026-03-05,174,B00622,PLT-01,96
DL01077,ASN500039,P1373,2026-03-05,174,B00623,PLT-01,78
DL01078,ASN500045,P1373,2026-04-21,168,B00623,PLT-01,162
DL01078,ASN500045,P1373,2026-04-21,168,B00623,PLT-03,6
DL01079,ASN500082,P1374,2026-02-21,102,B00624,PLT-01,45
DL01079,ASN500082,P1374,2026-02-21,102,B00625,PLT-03,57
DL01080,ASN500031,P1375,2026-01-25,109,B00626,PLT-02,10
DL01080,ASN500031,P1375,2026-01-25,109,B00626,PLT-03,24
DL01080,ASN500031,P1375,2026-01-25,109,B00627,PLT-03,75
DL01081,ASN500064,P1375,2026-01-19,101,B00627,PLT-03,23
DL01081,ASN500064,P1375,2026-01-19,101,B00628,PLT-03,78
DL01082,ASN500093,P1375,2026-03-31,96,B00628,PLT-03,96
DL01083,ASN500133,P1375,2026-02-13,138,B00628,PLT-03,138
DL01084,ASN500022,P1376,2026-02-25,75,B00629,PLT-02,75
DL01085,ASN500074,P1376,2026-04-04,119,B00629,PLT-02,119
DL01086,ASN500028,P1376,2026-03-28,120,B00629,PLT-02,120
DL01087,ASN500122,P1376,2026-04-13,49,B00629,PLT-02,49
DL01088,ASN500038,P1377,2026-04-03,6,B00630,PLT-03,6
DL01089,ASN500033,P1377,2026-03-09,98,B00630,PLT-03,98
DL01090,ASN500133,P1377,2026-02-05,174,B00630,PLT-03,117
DL01090,ASN500133,P1377,2026-02-05,174,B00631,PLT-02,57
DL01091,ASN500094,P1377,2026-02-18,138,B00631,PLT-02,138
DL01092,ASN500097,P1377,2026-01-08,69,B00631,PLT-02,69
DL01093,ASN500051,P1378,2026-03-20,5,B00632,PLT-01,5
DL01094,ASN500066,P1378,2026-03-22,19,B00632,PLT-01,10
DL01094,ASN500066,P1378,2026-03-22,19,B00633,PLT-02,9
DL01095,ASN500045,P1378,2026-04-07,83,B00633,PLT-02,11
DL01095,ASN500045,P1378,2026-04-07,83,B00634,PLT-02,63
DL01098,ASN500112,P1379,2026-03-14,28,B00635,PLT-01,25
DL01098,ASN500112,P1379,2026-03-14,28,B00636,PLT-03,3
DL01099,ASN500126,P1379,2026-01-31,27,B00636,PLT-03,3
DL01099,ASN500126,P1379,2026-01-31,27,B00637,PLT-01,24
DL01100,ASN500032,P1379,2026-04-17,113,B00637,PLT-01,44
DL01101,ASN500095,P1380,2026-04-07,16,B00638,PLT-02,16
DL01102,ASN500113,P1380,2026-02-21,101,B00638,PLT-02,84
DL01102,ASN500113,P1380,2026-02-21,101,B00639,PLT-03,17
DL01103,ASN500010,P1380,2026-02-27,80,B00639,PLT-03,24
DL01103,ASN500010,P1380,2026-02-27,80,B00640,PLT-01,56
DL01104,ASN500065,P1381,2026-02-05,95,B00641,PLT-01,95
DL01105,ASN500098,P1381,2026-01-22,153,B00641,PLT-01,153
DL01106,ASN500049,P1381,2026-02-22,153,B00641,PLT-01,153
DL01107,ASN500016,P1381,2026-02-01,175,B00641,PLT-01,175
DL01111,ASN500027,P1383,2026-03-19,156,B00642,PLT-02,156
DL01112,ASN500118,P1384,2026-02-28,116,B00643,PLT-02,116
DL01113,ASN500121,P1384,2026-04-29,50,B00643,PLT-02,50
DL01114,ASN500016,P1384,2026-02-25,117,B00643,PLT-02,43
DL01116,ASN500059,P1385,2026-02-26,56,B00644,PLT-03,14
DL01116,ASN500059,P1385,2026-02-26,56,B00645,PLT-02,19
DL01116,ASN500059,P1385,2026-02-26,56,B00646,PLT-03,23
DL01117,ASN500010,P1386,2026-02-12,179,B00647,PLT-02,25
DL01117,ASN500010,P1386,2026-02-12,179,B00647,PLT-03,154
DL01118,ASN500084,P1386,2026-04-14,104,B00647,PLT-03,25
DL01118,ASN500084,P1386,2026-04-14,104,B00648,PLT-01,79
DL01119,ASN500117,P1386,2026-01-17,35,B00648,PLT-01,35
DL01120,ASN500056,P1386,2026-03-20,24,B00648,PLT-01,24
DL01121,ASN500003,P1386,2026-03-10,31,B00648,PLT-01,31
DL01123,ASN500051,P1388,2026-03-08,90,B00649,PLT-02,90
DL01124,ASN500106,P1389,2026-01-23,154,B00650,PLT-02,5
DL01124,ASN500106,P1389,2026-01-23,154,B00651,PLT-02,4
DL01124,ASN500106,P1389,2026-01-23,154,B00652,PLT-02,40
DL01125,ASN500012,P1390,2026-01-24,165,B00653,PLT-03,37
DL01125,ASN500012,P1390,2026-01-24,165,B00654,PLT-03,101
DL01132,ASN500107,P1392,2026-01-12,179,B00655,PLT-02,7
DL01132,ASN500107,P1392,2026-01-12,179,B00656,PLT-01,100
DL01132,ASN500107,P1392,2026-01-12,179,B00656,PLT-02,14
DL01132,ASN500107,P1392,2026-01-12,179,B00657,PLT-01,58
DL01133,ASN500078,P1392,2026-02-06,82,B00657,PLT-01,82
DL01134,ASN500097,P1392,2026-04-25,116,B00657,PLT-01,36
DL01134,ASN500097,P1392,2026-04-25,116,B00657,PLT-02,80
DL01135,ASN500138,P1392,2026-02-14,70,B00657,PLT-02,70
DL01136,ASN500051,P1392,2026-01-12,38,B00657,PLT-02,38
DL01139,ASN500036,P1394,2026-05-05,98,B00658,PLT-01,18
DL01139,ASN500036,P1394,2026-05-05,98,B00659,PLT-02,9
DL01139,ASN500036,P1394,2026-05-05,98,B00660,PLT-01,40
DL01139,ASN500036,P1394,2026-05-05,98,B00660,PLT-02,31
DL01140,ASN500087,P1394,2026-03-05,56,B00660,PLT-02,17
DL01144,ASN500112,P1395,2026-01-31,79,B00661,PLT-02,29
DL01144,ASN500112,P1395,2026-01-31,79,B00661,PLT-03,4
DL01144,ASN500112,P1395,2026-01-31,79,B00662,PLT-03,46
DL01145,ASN500053,P1395,2026-03-25,156,B00662,PLT-03,51
DL01146,ASN500103,P1396,2026-02-01,118,B00663,PLT-02,11
DL01146,ASN500103,P1396,2026-02-01,118,B00664,PLT-02,88
DL01146,ASN500103,P1396,2026-02-01,118,B00665,PLT-02,19
DL01147,ASN500052,P1396,2026-01-29,19,B00665,PLT-02,19
DL01148,ASN500111,P1396,2026-01-21,168,B00665,PLT-02,168
DL01149,ASN500012,P1396,2026-04-26,40,B00665,PLT-02,40
DL01150,ASN500127,P1397,2026-01-07,51,B00666,PLT-01,47
DL01150,ASN500127,P1397,2026-01-07,51,B00666,PLT-03,4
DL01151,ASN500042,P1398,2026-02-03,132,B00667,PLT-01,132
DL01152,ASN500075,P1398,2026-03-15,59,B00667,PLT-01,59
DL01153,ASN500040,P1398,2026-04-15,42,B00667,PLT-01,42
DL01154,ASN500052,P1398,2026-01-18,137,B00667,PLT-01,137
DL01155,ASN500119,P1398,2026-01-31,29,B00667,PLT-01,29
DL01156,ASN500012,P1399,2026-02-03,111,B00668,PLT-03,16
DL01156,ASN500012,P1399,2026-02-03,111,B00669,PLT-03,9
DL01156,ASN500012,P1399,2026-02-03,111,B00670,PLT-02,86
DL01157,ASN500113,P1400,2026-03-01,180,B00671,PLT-01,15
DL01157,ASN500113,P1400,2026-03-01,180,B00672,PLT-01,165
DL01158,ASN500039,P1400,2026-05-04,19,B00672,PLT-01,19
DL01159,ASN500034,P1400,2026-01-26,15,B00672,PLT-01,15
DL01160,ASN500075,P1401,2026-04-27,64,B00673,PLT-01,11
DL01160,ASN500075,P1401,2026-04-27,64,B00673,PLT-03,14
DL01160,ASN500075,P1401,2026-04-27,64,B00674,PLT-01,39
DL01161,ASN500081,P1401,2026-04-08,148,B00674,PLT-01,98
DL01161,ASN500081,P1401,2026-04-08,148,B00674,PLT-02,31
DL01164,ASN500038,P1402,2026-02-04,175,B00675,PLT-03,175
DL01165,ASN500100,P1402,2026-02-16,13,B00675,PLT-03,13
DL01166,ASN500039,P1403,2026-02-12,169,B00676,PLT-02,39
DL01166,ASN500039,P1403,2026-02-12,169,B00677,PLT-02,130
DL01167,ASN500057,P1403,2026-03-16,172,B00677,PLT-02,66
DL01167,ASN500057,P1403,2026-03-16,172,B00677,PLT-03,25
DL01167,ASN500057,P1403,2026-03-16,172,B00678,PLT-02,81
DL01168,ASN500023,P1403,2026-03-06,55,B00678,PLT-02,42
DL01168,ASN500023,P1403,2026-03-06,55,B00678,PLT-03,13
DL01169,ASN500038,P1403,2026-03-02,52,B00678,PLT-03,52
DL01170,ASN500102,P1404,2026-01-10,34,B00679,PLT-02,6
DL01170,ASN500102,P1404,2026-01-10,34,B00680,PLT-01,28
DL01171,ASN500090,P1404,2026-03-31,36,B00680,PLT-01,36
DL01172,ASN500053,P1404,2026-05-06,172,B00680,PLT-01,172
DL01183,ASN500038,P1407,2026-02-13,173,B00681,PLT-03,8
DL01183,ASN500038,P1407,2026-02-13,173,B00682,PLT-01,25
DL01183,ASN500038,P1407,2026-02-13,173,B00682,PLT-02,5
DL01183,ASN500038,P1407,2026-02-13,173,B00683,PLT-01,44
DL01185,ASN500115,P1408,2026-02-06,128,B00684,PLT-01,128
DL01186,ASN500084,P1408,2026-01-28,98,B00684,PLT-01,37
DL01186,ASN500084,P1408,2026-01-28,98,B00685,PLT-03,41
DL01186,ASN500084,P1408,2026-01-28,98,B00686,PLT-02,20
DL01187,ASN500028,P1408,2026-04-19,81,B00686,PLT-02,79
DL01187,ASN500028,P1408,2026-04-19,81,B00686,PLT-03,2
DL01188,ASN500116,P1409,2026-04-11,29,B00687,PLT-03,10
DL01188,ASN500116,P1409,2026-04-11,29,B00688,PLT-01,19
DL01189,ASN500028,P1410,2026-03-23,46,B00689,PLT-02,46
DL01190,ASN500100,P1410,2026-01-10,123,B00689,PLT-02,115
DL01190,ASN500100,P1410,2026-01-10,123,B00689,PLT-03,8
DL01191,ASN500008,P1410,2026-03-12,15,B00689,PLT-03,15
DL01192,ASN500024,P1410,2026-03-29,110,B00689,PLT-03,110
DL01193,ASN500033,P1410,2026-03-20,111,B00689,PLT-03,111
DL01194,ASN500019,P1411,2026-04-09,100,B00690,PLT-03,17
DL01194,ASN500019,P1411,2026-04-09,100,B00691,PLT-03,22
DL01194,ASN500019,P1411,2026-04-09,100,B00692,PLT-01,61
DL01195,ASN500041,P1411,2026-01-27,97,B00692,PLT-01,4
DL01195,ASN500041,P1411,2026-01-27,97,B00692,PLT-02,93
DL01196,ASN500023,P1411,2026-01-06,89,B00692,PLT-02,89
DL01197,ASN500077,P1412,2026-02-08,43,B00693,PLT-02,4
DL01197,ASN500077,P1412,2026-02-08,43,B00693,PLT-03,39
DL01198,ASN500024,P1412,2026-04-28,32,B00693,PLT-03,32
DL01199,ASN500061,P1412,2026-01-25,34,B00693,PLT-03,10
DL01199,ASN500061,P1412,2026-01-25,34,B00694,PLT-02,24
DL01200,ASN500127,P1412,2026-03-15,74,B00694,PLT-02,9
DL01200,ASN500127,P1412,2026-03-15,74,B00695,PLT-01,65
DL01201,ASN500030,P1413,2026-03-06,88,B00696,PLT-03,88
DL01202,ASN500062,P1413,2026-03-19,46,B00696,PLT-03,46
DL01203,ASN500137,P1413,2026-03-11,15,B00696,PLT-03,15
DL01204,ASN500065,P1413,2026-01-31,98,B00696,PLT-03,98
DL01205,ASN500072,P1413,2026-03-18,108,B00696,PLT-03,108
DL01206,ASN500032,P1414,2026-04-09,66,B00697,PLT-02,34
DL01206,ASN500032,P1414,2026-04-09,66,B00698,PLT-01,32
DL01207,ASN500136,P1414,2026-02-05,133,B00698,PLT-01,133
DL01210,ASN500022,P1417,2026-01-25,48,B00699,PLT-01,1
DL01210,ASN500022,P1417,2026-01-25,48,B00700,PLT-02,9
DL01210,ASN500022,P1417,2026-01-25,48,B00701,PLT-03,20
DL01212,ASN500132,P1418,2026-02-12,33,B00702,PLT-01,33
DL01213,ASN500030,P1418,2026-03-31,26,B00702,PLT-01,26
DL01214,ASN500055,P1418,2026-02-06,64,B00702,PLT-01,4
DL01214,ASN500055,P1418,2026-02-06,64,B00702,PLT-03,27
DL01214,ASN500055,P1418,2026-02-06,64,B00703,PLT-02,33
DL01215,ASN500131,P1418,2026-04-21,20,B00703,PLT-02,20
